Year,Field,Company,Hybrid,Yield,Moisture,Erect,DoP,DoH,RM,Stand,PPA,IncRate&Exp/Reg
1949,Galesburg,Pfister 187,LF 789,81.8,18.3,75,16-May,27-Oct,NaN,76,NaN,NaN
1949,Galesburg,Pioneer,304,91.4,20.7,80,16-May,27-Oct,NaN,85,NaN,NaN
1949,Galesburg,Pioneer,336,80.5,19.2,78,16-May,27-Oct,NaN,79,NaN,NaN
1949,Galesburg,Pioneer,339,87.6,19.5,85,16-May,27-Oct,NaN,76,NaN,NaN
1949,Galesburg,Pioneer,313B,95.6,20.2,58,16-May,27-Oct,NaN,87,NaN,NaN
1949,Galesburg,Pringle,P-100,72.1,18.8,69,16-May,27-Oct,NaN,82,NaN,NaN
1949,Galesburg,Producers,900,88.1,19.2,73,16-May,27-Oct,NaN,83,NaN,NaN
1949,Galesburg,Producers,940,86.5,19.9,81,16-May,27-Oct,NaN,83,NaN,NaN
1949,Galesburg,Producers,E102B,95.6,19.2,83,16-May,27-Oct,NaN,87,NaN,NaN
1949,Galesburg,Producers,E114B,79.7,20.8,75,16-May,27-Oct,NaN,86,NaN,NaN
1949,Galesburg,Schwenk,S-24,100.6,19.4,78,16-May,27-Oct,NaN,86,NaN,NaN
1949,Galesburg,Schwenk,S-34,98.7,19.1,77,16-May,27-Oct,NaN,85,NaN,NaN
1949,Galesburg,Sieben,S-340,83.4,19.3,72,16-May,27-Oct,NaN,75,NaN,NaN
1949,Galesburg,Sieben,S-440,84.1,18,69,16-May,27-Oct,NaN,83,NaN,NaN
1949,Galesburg,Sieben,S-440E,91.3,16.3,72,16-May,27-Oct,NaN,83,NaN,NaN
1949,Galesburg,Stewart,S-11,88.1,16.6,83,16-May,27-Oct,NaN,69,NaN,NaN
1949,Galesburg,Stiegelmeier,S-340,82.7,19.1,79,16-May,27-Oct,NaN,73,NaN,NaN
1949,Galesburg,Stiegelmeier,S-370,90.6,18.9,72,16-May,27-Oct,NaN,78,NaN,NaN
1949,Galesburg,Super Crost,F-169,80.7,18.8,68,16-May,27-Oct,NaN,75,NaN,NaN
1949,Galesburg,Super Crost,FD-7,74.3,18.4,69,16-May,27-Oct,NaN,64,NaN,NaN
1949,Galesburg,Top Yield,M-546,97.1,18.5,74,16-May,27-Oct,NaN,78,NaN,NaN
1949,Galesburg,U.S.,13 (Lepper),91.8,19.2,76,16-May,27-Oct,NaN,85,NaN,NaN
1949,Galesburg,U.S.,13 (Station),93.2,19.7,73,16-May,27-Oct,NaN,88,NaN,NaN
1949,Galesburg,United,U-47,88.2,16.6,76,16-May,27-Oct,NaN,81,NaN,NaN
1949,Sheldon,Ainsworth,X-13-3,90.2,20.9,72,28-May,31-Oct,NaN,87,NaN,NaN
1949,Sheldon,Ainsworth,X-201,82.7,21.1,65,28-May,31-Oct,NaN,82,NaN,NaN
1949,Sheldon,Ainsworth,X-21,92.4,20.6,74,28-May,31-Oct,NaN,91,NaN,NaN
1949,Sheldon,Appl,A-1766,82.7,21.6,71,28-May,31-Oct,NaN,80,NaN,NaN
1949,Sheldon,Bear,OK-31,88.6,20,74,28-May,31-Oct,NaN,90,NaN,NaN
1949,Sheldon,Bear,OK-50,85.7,20.8,69,28-May,31-Oct,NaN,85,NaN,NaN
1949,Sheldon,Bear,OK-88T,83.8,20.7,63,28-May,31-Oct,NaN,83,NaN,NaN
1949,Sheldon,Bear,Tapicorn 4,82.7,20.1,70,28-May,31-Oct,NaN,84,NaN,NaN
1949,Sheldon,Corn Belt,60A,97.2,20.8,63,28-May,31-Oct,NaN,79,NaN,NaN
1949,Sheldon,Crow,608,84.6,20.4,54,28-May,31-Oct,NaN,78,NaN,NaN
1949,Sheldon,Crow,633,75.8,20,69,28-May,31-Oct,NaN,73,NaN,NaN
1949,Sheldon,Crow,660,75.7,19.6,69,28-May,31-Oct,NaN,76,NaN,NaN
1949,Sheldon,Crow,"""Deep Root""",98.3,20.3,75,28-May,31-Oct,NaN,89,NaN,NaN
1949,Sheldon,DeKalb,627,79.9,20.5,59,28-May,31-Oct,NaN,89,NaN,NaN
1949,Sheldon,DeKalb,800A,82,20.8,72,28-May,31-Oct,NaN,80,NaN,NaN
1949,Sheldon,Doubet,D-11,92.1,19.9,74,28-May,31-Oct,NaN,92,NaN,NaN
1949,Sheldon,Doubet,D-3W,77.4,20.7,72,28-May,31-Oct,NaN,81,NaN,NaN
1949,Sheldon,Farmcraft,FC-69,77.1,21.7,59,28-May,31-Oct,NaN,72,NaN,NaN
1949,Sheldon,Farmcraft,PC-63,75.7,20.3,60,28-May,31-Oct,NaN,80,NaN,NaN
1949,Sheldon,Frey,425,78.6,21.7,64,28-May,31-Oct,NaN,84,NaN,NaN
1949,Sheldon,Frey,645,92.4,18.9,64,28-May,31-Oct,NaN,87,NaN,NaN
1949,Sheldon,Frey,692,84.9,20.1,70,28-May,31-Oct,NaN,85,NaN,NaN
1949,Sheldon,Frey,644A,84.4,20.3,70,28-May,31-Oct,NaN,72,NaN,NaN
1949,Sheldon,Funk,G-211,63.3,19.9,59,28-May,31-Oct,NaN,85,NaN,NaN
1949,Sheldon,Funk,G-93,88.6,20.1,72,28-May,31-Oct,NaN,88,NaN,NaN
1949,Sheldon,Funk,G-95,84.3,20.7,73,28-May,31-Oct,NaN,83,NaN,NaN
1949,Sheldon,Holmes,39H,75.1,22.5,70,28-May,31-Oct,NaN,77,NaN,NaN
1949,Sheldon,Hulting,101,76.2,19.2,68,28-May,31-Oct,NaN,82,NaN,NaN
1949,Sheldon,Hulting,380,71.9,20,70,28-May,31-Oct,NaN,83,NaN,NaN
1949,Sheldon,Illinois,1091 (Mountjoy),86.5,19.7,67,28-May,31-Oct,NaN,79,NaN,NaN
1949,Sheldon,Illinois,1246 (Holder),96.1,19,72,28-May,31-Oct,NaN,88,NaN,NaN
1949,Sheldon,Illinois,1248 (Seeber),84.4,19.9,68,28-May,31-Oct,NaN,86,NaN,NaN
1949,Sheldon,Illinois,1337 (Station),79.5,20.4,65,28-May,31-Oct,NaN,82,NaN,NaN
1949,Sheldon,Illinois,1508 (Station),88,19.1,69,28-May,31-Oct,NaN,85,NaN,NaN
1949,Sheldon,Illinois,1515 (Station),91.7,20.6,77,28-May,31-Oct,NaN,82,NaN,NaN
1949,Sheldon,Illinois,1570 (Station),92.2,23,76,28-May,31-Oct,NaN,85,NaN,NaN
1949,Sheldon,Illinois,21 (Pfeifer),82.1,18.8,69,28-May,31-Oct,NaN,82,NaN,NaN
1949,Sheldon,Illinois,21 (Station),95,20.4,71,28-May,31-Oct,NaN,90,NaN,NaN
1949,Sheldon,Illinois,273-1 (Tiemann),72.4,19.4,68,28-May,31-Oct,NaN,83,NaN,NaN
1949,Sheldon,Illinois,972 (Appl),73.4,20.4,62,28-May,31-Oct,NaN,66,NaN,NaN
1949,Sheldon,Iowealth,AQ,83.5,19,69,28-May,31-Oct,NaN,92,NaN,NaN
1949,Sheldon,Kelly,K-374,89,19.6,68,28-May,31-Oct,NaN,91,NaN,NaN
1949,Sheldon,Kelly,K-77,84.1,20.4,67,28-May,31-Oct,NaN,78,NaN,NaN
1949,Sheldon,Keystone,38,85.1,20.8,74,28-May,31-Oct,NaN,85,NaN,NaN
1949,Sheldon,Keystone,41,71.5,20.5,70,28-May,31-Oct,NaN,84,NaN,NaN
1949,Sheldon,Lowe,514,83.1,19.1,68,28-May,31-Oct,NaN,78,NaN,NaN
1949,Sheldon,Lowe,520,94.1,20,64,28-May,31-Oct,NaN,90,NaN,NaN
1949,Sheldon,Lowe,523,79.2,21.1,66,28-May,31-Oct,NaN,88,NaN,NaN
1949,Sheldon,Lowe,580,82.2,20.6,67,28-May,31-Oct,NaN,84,NaN,NaN
1949,Sheldon,Moews,14,69.6,18.4,63,28-May,31-Oct,NaN,84,NaN,NaN
1949,Sheldon,Moews,18,69,19.9,73,28-May,31-Oct,NaN,74,NaN,NaN
1949,Sheldon,Moews,520,76.1,20.1,76,28-May,31-Oct,NaN,80,NaN,NaN
1949,Sheldon,Morton,M-12,82.8,20.5,72,28-May,31-Oct,NaN,85,NaN,NaN
1949,Sheldon,Morton,M-30,83.6,20.2,70,28-May,31-Oct,NaN,86,NaN,NaN
1949,Sheldon,National,115A,92.4,20.5,74,28-May,31-Oct,NaN,87,NaN,NaN
1949,Sheldon,Null,N-49,85.9,19.7,69,28-May,31-Oct,NaN,85,NaN,NaN
1949,Sheldon,P.A.G.,164,88.2,20.7,73,28-May,31-Oct,NaN,84,NaN,NaN
1949,Sheldon,P.A.G.,173,81.8,20.1,74,28-May,31-Oct,NaN,75,NaN,NaN
1949,Sheldon,P.A.G.,175,79.9,21,72,28-May,31-Oct,NaN,86,NaN,NaN
1949,Sheldon,P.A.G.,392,90.6,19.6,75,28-May,31-Oct,NaN,88,NaN,NaN
1949,Sheldon,Pfister 187,LF 123,74.4,21.7,72,28-May,31-Oct,NaN,85,NaN,NaN
1949,Sheldon,Pfister 187,LF 456,82.4,19.8,65,28-May,31-Oct,NaN,82,NaN,NaN
1949,Sheldon,Pfister 187,LF 789,83.8,19.3,70,28-May,31-Oct,NaN,84,NaN,NaN
1949,Sheldon,Pike,520,72.6,23.2,67,28-May,31-Oct,NaN,76,NaN,NaN
1949,Sheldon,Pioneer,300,74.7,21.5,61,28-May,31-Oct,NaN,81,NaN,NaN
1949,Sheldon,Pioneer,304,88.9,22.8,67,28-May,31-Oct,NaN,87,NaN,NaN
1949,Sheldon,Pioneer,332,79.7,23.1,67,28-May,31-Oct,NaN,87,NaN,NaN
1949,Sheldon,Pioneer,313B,86.2,21.7,69,28-May,31-Oct,NaN,88,NaN,NaN
1949,Sheldon,Producers,730,71.3,20.2,69,28-May,31-Oct,NaN,68,NaN,NaN
1949,Sheldon,Producers,900,79.6,19.4,73,28-May,31-Oct,NaN,82,NaN,NaN
1949,Sheldon,Producers,940,82.7,21,74,28-May,31-Oct,NaN,82,NaN,NaN
1949,Sheldon,Schwenk,S-34,98.2,20.7,72,28-May,31-Oct,NaN,87,NaN,NaN
1949,Sheldon,Sibley,777,81.8,20.6,69,28-May,31-Oct,NaN,81,NaN,NaN
1949,Sheldon,Sieben,S-440,79.9,18.3,67,28-May,31-Oct,NaN,83,NaN,NaN
1949,Sheldon,Sieben,S-440E,75.2,19.4,65,28-May,31-Oct,NaN,88,NaN,NaN
1949,Sheldon,Stiegelmeier,S-340,84.2,20.8,70,28-May,31-Oct,NaN,88,NaN,NaN
1949,Sheldon,Stiegelmeier,S-370,94.3,18.8,66,28-May,31-Oct,NaN,84,NaN,NaN
1949,Sheldon,Super Crost,746,75.1,21.7,66,28-May,31-Oct,NaN,81,NaN,NaN
1949,Sheldon,Super Crost,FD-6,76.6,18.8,69,28-May,31-Oct,NaN,79,NaN,NaN
1949,Sheldon,Super Crost,S-12,81.1,18.5,70,28-May,31-Oct,NaN,82,NaN,NaN
1949,Sheldon,U.S.,13 (Station),88.2,21.1,71,28-May,31-Oct,NaN,83,NaN,NaN
1950,Brownstown,Ainsworth,X-14-3,84.6,19.5,74,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Ainsworth,X-14A,86.6,22.2,61,26-May,15-Nov,NaN,95,NaN,NaN
1950,Brownstown,Ainsworth,X-22,86.3,25.1,28,26-May,15-Nov,NaN,91,NaN,NaN
1950,Brownstown,Bear,OK-110,91.7,22.2,69,26-May,15-Nov,NaN,88,NaN,NaN
1950,Brownstown,Bear,OK-69,90.8,21.9,80,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Canterbury,13,78.9,20.8,67,26-May,15-Nov,NaN,88,NaN,NaN
1950,Brownstown,Canterbury,126,80.3,22.7,62,26-May,15-Nov,NaN,93,NaN,NaN
1950,Brownstown,Canterbury,420,86.3,20.4,85,26-May,15-Nov,NaN,92,NaN,NaN
1950,Brownstown,Crow,607,71.4,18.7,77,26-May,15-Nov,NaN,81,NaN,NaN
1950,Brownstown,Crow,805,74.6,20.2,61,26-May,15-Nov,NaN,82,NaN,NaN
1950,Brownstown,DeKalb,680,66.9,22.3,32,26-May,15-Nov,NaN,91,NaN,NaN
1950,Brownstown,DeKalb,840,72.9,20,39,26-May,15-Nov,NaN,88,NaN,NaN
1950,Brownstown,DeKalb,847,80.1,19.5,72,26-May,15-Nov,NaN,85,NaN,NaN
1950,Brownstown,DeKalb,875,77,21.5,59,26-May,15-Nov,NaN,86,NaN,NaN
1950,Brownstown,DeKalb,800A,76.5,20.6,41,26-May,15-Nov,NaN,88,NaN,NaN
1950,Brownstown,DeKalb,817A,75.5,19.3,44,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Doubet,D-41,73.8,22.7,67,26-May,15-Nov,NaN,84,NaN,NaN
1950,Brownstown,Doubet,D-42,67.1,21.1,75,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Embro,49,81.8,19.7,54,26-May,15-Nov,NaN,91,NaN,NaN
1950,Brownstown,Funk,G-134,92.2,21.3,59,26-May,15-Nov,NaN,92,NaN,NaN
1950,Brownstown,Funk,G-145,77,22.9,44,26-May,15-Nov,NaN,82,NaN,NaN
1950,Brownstown,Funk,G-512 (W),87.8,20.5,60,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Funk,G-80,91.1,22.1,59,26-May,15-Nov,NaN,93,NaN,NaN
1950,Brownstown,Funk,G-91,90.1,20.9,78,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Funk,G-94,71.4,21.2,52,26-May,15-Nov,NaN,90,NaN,NaN
1950,Brownstown,Funk,G-98,83.1,21.8,62,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Haudrich,13,84.4,20.9,73,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Haudrich,10 (W),95.8,20.9,50,26-May,15-Nov,NaN,93,NaN,NaN
1950,Brownstown,Illinois,1445A (Station),99.1,23.2,71,26-May,15-Nov,NaN,94,NaN,NaN
1950,Brownstown,Illinois,1459 (Station),93.8,25.1,72,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Illinois,1540 (Station),91.8,23.3,78,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Illinois,1570 (Station),85.8,19.4,62,26-May,15-Nov,NaN,93,NaN,NaN
1950,Brownstown,Illinois,200 (Haudrich),72.4,22.3,53,26-May,15-Nov,NaN,84,NaN,NaN
1950,Brownstown,Illinois,2214 (W) (Station),90.1,23.3,45,26-May,15-Nov,NaN,94,NaN,NaN
1950,Brownstown,Illinois,784 (Haudrich),81.9,22.4,55,26-May,15-Nov,NaN,82,NaN,NaN
1950,Brownstown,Iowealth,25,68.9,20.4,60,26-May,15-Nov,NaN,88,NaN,NaN
1950,Brownstown,Iowealth,25A,71,21,65,26-May,15-Nov,NaN,88,NaN,NaN
1950,Brownstown,Kelly,K-42,72.2,18.6,37,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Keystone,38,76.4,19.5,43,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Keystone,45,85.6,21.9,47,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Keystone,106 (W),73.6,22,47,26-May,15-Nov,NaN,83,NaN,NaN
1950,Brownstown,Keystone,111 (W),93.4,24,71,26-May,15-Nov,NaN,86,NaN,NaN
1950,Brownstown,Lowe,523,73.6,20.6,67,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Lowe,640,93.6,22.8,73,26-May,15-Nov,NaN,92,NaN,NaN
1950,Brownstown,Lowe,820,90.4,24.3,83,26-May,15-Nov,NaN,90,NaN,NaN
1950,Brownstown,Lowe,830,87.4,22.6,65,26-May,15-Nov,NaN,85,NaN,NaN
1950,Brownstown,Lowe,855 (W),80.2,20.4,61,26-May,15-Nov,NaN,84,NaN,NaN
1950,Brownstown,Lowe,865 (W),79.9,23.5,58,26-May,15-Nov,NaN,93,NaN,NaN
1950,Brownstown,Moews,523,77.2,20.4,72,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Moews,830,73.7,18.2,66,26-May,15-Nov,NaN,93,NaN,NaN
1950,Brownstown,National,125,67.7,21.7,69,26-May,15-Nov,NaN,82,NaN,NaN
1950,Brownstown,National,129R,81.9,20,65,26-May,15-Nov,NaN,85,NaN,NaN
1950,Brownstown,P.A.G.,164,79.2,18.7,48,26-May,15-Nov,NaN,90,NaN,NaN
1950,Brownstown,P.A.G.,173,87.1,18.9,47,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,P.A.G.,347,72.3,19.2,79,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,P.A.G.,1897,71.4,24.3,57,26-May,15-Nov,NaN,93,NaN,NaN
1950,Brownstown,P.A.G.,617 (W),84,20.8,45,26-May,15-Nov,NaN,82,NaN,NaN
1950,Brownstown,P.A.G.,620 (W),91.7,21.9,50,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,P.A.G.,631 (W),82.6,24.3,45,26-May,15-Nov,NaN,90,NaN,NaN
1950,Brownstown,Pioneer,300,79.2,20.9,33,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Pioneer,301,80.7,19.4,71,26-May,15-Nov,NaN,93,NaN,NaN
1950,Brownstown,Pioneer,302,88.3,24,77,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Pioneer,332,82.6,21.8,24,26-May,15-Nov,NaN,90,NaN,NaN
1950,Brownstown,Pioneer,505 (W),78.1,21.8,57,26-May,15-Nov,NaN,86,NaN,NaN
1950,Brownstown,Pioneer,510 (W),82.8,21.6,70,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Producers,945,69.4,20.6,56,26-May,15-Nov,NaN,80,NaN,NaN
1950,Brownstown,Producers,1050,78.8,22,58,26-May,15-Nov,NaN,86,NaN,NaN
1950,Brownstown,Producers,E409,97.6,20.5,77,26-May,15-Nov,NaN,93,NaN,NaN
1950,Brownstown,S.S.,903 (W),80.6,22.7,69,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Stiegelmeier,S-1313,73.4,21,47,26-May,15-Nov,NaN,87,NaN,NaN
1950,Brownstown,Super Crost,1005B,82.2,22.3,61,26-May,15-Nov,NaN,92,NaN,NaN
1950,Brownstown,Super Crost,708 (W),75.5,19.9,40,26-May,15-Nov,NaN,84,NaN,NaN
1950,Brownstown,Super Crost,840A,75.6,22,58,26-May,15-Nov,NaN,88,NaN,NaN
1950,Brownstown,Tiemann,78,90.5,18.4,78,26-May,15-Nov,NaN,92,NaN,NaN
1950,Brownstown,Tiemann,93,86.9,18.6,68,26-May,15-Nov,NaN,94,NaN,NaN
1950,Brownstown,Trisler,T-33,76.4,21.5,62,26-May,15-Nov,NaN,88,NaN,NaN
1950,Brownstown,U.S.,13 (Lepper),82.5,19.3,65,26-May,15-Nov,NaN,86,NaN,NaN
1950,Brownstown,U.S.,13 (Station),77,19,53,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Whisnand,831,76.6,21.6,44,26-May,15-Nov,NaN,89,NaN,NaN
1950,Brownstown,Whisnand,834,77,22.2,71,26-May,15-Nov,NaN,88,NaN,NaN
1950,Brownstown,Whisnand,917 (W),86.2,22.2,68,26-May,15-Nov,NaN,87,NaN,NaN
1950,DeKalb,Ainsworth,X-12,34.1,30.2,95,20-May,7-Nov,NaN,93,NaN,NaN
1950,DeKalb,Ainsworth,X-21,36.2,32.7,96,20-May,7-Nov,NaN,90,NaN,NaN
1950,DeKalb,Bear,OK-411,43.5,25.1,95,20-May,7-Nov,NaN,96,NaN,NaN
1950,DeKalb,Bear,OK-414,30.9,28,94,20-May,7-Nov,NaN,94,NaN,NaN
1950,DeKalb,Corn Belt,46A,39.4,21.6,97,20-May,7-Nov,NaN,86,NaN,NaN
1950,DeKalb,Crow,260,35,23.8,96,20-May,7-Nov,NaN,90,NaN,NaN
1950,DeKalb,Crow,360,34.4,26.1,98,20-May,7-Nov,NaN,90,NaN,NaN
1950,DeKalb,Crow,407,39.1,27.3,97,20-May,7-Nov,NaN,86,NaN,NaN
1950,DeKalb,Crow,432,32.1,27.2,94,20-May,7-Nov,NaN,89,NaN,NaN
1950,DeKalb,DeKalb,245,36.6,22,96,20-May,7-Nov,NaN,90,NaN,NaN
1950,DeKalb,DeKalb,406,37.4,22.6,98,20-May,7-Nov,NaN,88,NaN,NaN
1950,DeKalb,DeKalb,410,34.7,23.6,98,20-May,7-Nov,NaN,83,NaN,NaN
1950,DeKalb,DeKalb,458,32.8,29,97,20-May,7-Nov,NaN,91,NaN,NaN
1950,DeKalb,DeKalb,459,36.5,30.3,98,20-May,7-Nov,NaN,91,NaN,NaN
1950,DeKalb,DeKalb,404A,28.5,29,96,20-May,7-Nov,NaN,92,NaN,NaN
1950,DeKalb,Doubet,D-1,33.8,28.8,97,20-May,7-Nov,NaN,85,NaN,NaN
1950,DeKalb,Doubet,D-25,32.7,19.8,97,20-May,7-Nov,NaN,90,NaN,NaN
1950,DeKalb,Ferris,F-11,34.4,25,96,20-May,7-Nov,NaN,90,NaN,NaN
1950,DeKalb,Ferris,F-12,37.3,28.8,97,20-May,7-Nov,NaN,91,NaN,NaN
1950,DeKalb,Ferris,F-14,40.9,26.1,98,20-May,7-Nov,NaN,89,NaN,NaN
1950,DeKalb,Frey,410,36.3,22.1,97,20-May,7-Nov,NaN,86,NaN,NaN
1950,DeKalb,Frey,425,41.5,28.9,98,20-May,7-Nov,NaN,92,NaN,NaN
1950,DeKalb,Funk,70045A,35,31.2,97,20-May,7-Nov,NaN,85,NaN,NaN
1950,DeKalb,Funk,G-16A,39.3,27.5,97,20-May,7-Nov,NaN,89,NaN,NaN
1950,DeKalb,Funk,G-29,34.9,33.1,96,20-May,7-Nov,NaN,81,NaN,NaN
1950,DeKalb,Funk,G-37,30.5,30.1,98,20-May,7-Nov,NaN,92,NaN,NaN
1950,DeKalb,Funk,G-77A,36.4,24.7,98,20-May,7-Nov,NaN,86,NaN,NaN
1950,DeKalb,Furr,67A,38.2,25.1,97,20-May,7-Nov,NaN,89,NaN,NaN
1950,DeKalb,Holmes,11,31.6,28.3,96,20-May,7-Nov,NaN,88,NaN,NaN
1950,DeKalb,Holmes,11A,44.2,23.6,98,20-May,7-Nov,NaN,95,NaN,NaN
1950,DeKalb,Illinois,101 (Station),36.2,28.3,96,20-May,7-Nov,NaN,91,NaN,NaN
1950,DeKalb,Illinois,1091A (Station),38.9,26.8,96,20-May,7-Nov,NaN,91,NaN,NaN
1950,DeKalb,Illinois,1277 (Station),39.4,28.4,96,20-May,7-Nov,NaN,93,NaN,NaN
1950,DeKalb,Illinois,1279 (Station),34.4,26.8,99,20-May,7-Nov,NaN,91,NaN,NaN
1950,DeKalb,Illinois,1493 (Station),34.4,27.6,97,20-May,7-Nov,NaN,93,NaN,NaN
1950,DeKalb,Illinois,1558 (Station),40.7,23.5,98,20-May,7-Nov,NaN,93,NaN,NaN
1950,DeKalb,Illinois,751 (Joslin),44,29.3,98,20-May,7-Nov,NaN,94,NaN,NaN
1950,DeKalb,Iowealth,16A,39,22.8,95,20-May,7-Nov,NaN,89,NaN,NaN
1950,DeKalb,Joslin,J-102,38.7,29,98,20-May,7-Nov,NaN,93,NaN,NaN
1950,DeKalb,Keystone,32,43.5,22.7,98,20-May,7-Nov,NaN,92,NaN,NaN
1950,DeKalb,Keystone,33,27,25.6,95,20-May,7-Nov,NaN,89,NaN,NaN
1950,DeKalb,Lowe,22,48.5,36.1,98,20-May,7-Nov,NaN,95,NaN,NaN
1950,DeKalb,Lowe,32,37.1,19.9,97,20-May,7-Nov,NaN,94,NaN,NaN
1950,DeKalb,Lowe,38,32.7,19.3,96,20-May,7-Nov,NaN,88,NaN,NaN
1950,DeKalb,Lowe,52,37.1,22,96,20-May,7-Nov,NaN,91,NaN,NaN
1950,DeKalb,Moews,14,32.8,32.1,96,20-May,7-Nov,NaN,88,NaN,NaN
1950,DeKalb,Moews,15,34.4,26,98,20-May,7-Nov,NaN,88,NaN,NaN
1950,DeKalb,Munson,M-5,40.1,27.1,98,20-May,7-Nov,NaN,90,NaN,NaN
1950,DeKalb,National,114-1,40.6,25.1,97,20-May,7-Nov,NaN,90,NaN,NaN
1950,DeKalb,Nichols,75,35.9,23.1,96,20-May,7-Nov,NaN,90,NaN,NaN
1950,DeKalb,Nichols,99,31.3,23.1,96,20-May,7-Nov,NaN,79,NaN,NaN
1950,DeKalb,Nichols,5A,37.2,29.3,98,20-May,7-Nov,NaN,93,NaN,NaN
1950,DeKalb,Nichols,5B,43.2,21.8,95,20-May,7-Nov,NaN,87,NaN,NaN
1950,DeKalb,P.A.G.,253,36.4,25,97,20-May,7-Nov,NaN,89,NaN,NaN
1950,DeKalb,P.A.G.,270,35.8,30.8,98,20-May,7-Nov,NaN,91,NaN,NaN
1950,DeKalb,P.A.G.,299,36.2,25.8,97,20-May,7-Nov,NaN,86,NaN,NaN
1950,DeKalb,P.A.G.,2675,37.6,22.4,98,20-May,7-Nov,NaN,95,NaN,NaN
1950,DeKalb,P.A.G.,4897,38.8,26.9,97,20-May,7-Nov,NaN,96,NaN,NaN
1950,DeKalb,Pioneer,346,43.3,26.3,96,20-May,7-Nov,NaN,95,NaN,NaN
1950,DeKalb,Pioneer,347,45.1,25.8,98,20-May,7-Nov,NaN,92,NaN,NaN
1950,DeKalb,Pioneer,349,41.6,22.9,97,20-May,7-Nov,NaN,85,NaN,NaN
1950,DeKalb,Pioneer,350,40.1,29,96,20-May,7-Nov,NaN,93,NaN,NaN
1950,DeKalb,Pioneer,352,36.8,25.4,97,20-May,7-Nov,NaN,94,NaN,NaN
1950,DeKalb,Producers,311,36.2,22.1,97,20-May,7-Nov,NaN,89,NaN,NaN
1950,DeKalb,Producers,510,38.8,29.9,98,20-May,7-Nov,NaN,87,NaN,NaN
1950,DeKalb,Producers,E360,36.9,26,98,20-May,7-Nov,NaN,95,NaN,NaN
1950,DeKalb,Sieben,S-340,38.1,27,97,20-May,7-Nov,NaN,87,NaN,NaN
1950,DeKalb,Sieben,S-440E,34.1,32.2,94,20-May,7-Nov,NaN,86,NaN,NaN
1950,DeKalb,Sieben,S-450,31.1,26.7,99,20-May,7-Nov,NaN,85,NaN,NaN
1950,DeKalb,Sieben,S-560,38.1,28.3,98,20-May,7-Nov,NaN,93,NaN,NaN
1950,DeKalb,Stiegelmeier,S-360,36.9,31.1,98,20-May,7-Nov,NaN,94,NaN,NaN
1950,DeKalb,Super Crost,213,36.6,25,97,20-May,7-Nov,NaN,87,NaN,NaN
1950,DeKalb,Super Crost,FD-3B,34.7,22.1,98,20-May,7-Nov,NaN,85,NaN,NaN
1950,DeKalb,Tiemann,61,39.6,27.8,96,20-May,7-Nov,NaN,95,NaN,NaN
1950,DeKalb,United,U-32A,34.6,23.9,97,20-May,7-Nov,NaN,91,NaN,NaN
1950,Galesburg,Ainsworth,X-13-3,97.8,22.1,98,23-May,8-Nov,NaN,77,NaN,NaN
1950,Galesburg,Ainsworth,X-21,96.7,21.6,98,23-May,8-Nov,NaN,80,NaN,NaN
1950,Galesburg,Bear,OK-55,99.7,23.7,93,23-May,8-Nov,NaN,83,NaN,NaN
1950,Galesburg,Bear,OK-60,84.7,21.1,92,23-May,8-Nov,NaN,84,NaN,NaN
1950,Galesburg,Bo-Jac,68,88.4,20.5,96,23-May,8-Nov,NaN,73,NaN,NaN
1950,Galesburg,Cargill,300,93.9,20.3,90,23-May,8-Nov,NaN,85,NaN,NaN
1950,Galesburg,Crow,607,84.4,21.3,98,23-May,8-Nov,NaN,73,NaN,NaN
1950,Galesburg,Crow,660,100.2,21.1,92,23-May,8-Nov,NaN,86,NaN,NaN
